,hash,addr,value,time,direction
0,9c3b8b75040a8a69e2bc8f8731db4a1c20320b504f1ca0189881426d8c24ffbc,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,1541260,2023-04-07 07:57:53,outbound
1,9c3b8b75040a8a69e2bc8f8731db4a1c20320b504f1ca0189881426d8c24ffbc,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,1541260,2023-04-07 07:57:53,outbound
2,9c3b8b75040a8a69e2bc8f8731db4a1c20320b504f1ca0189881426d8c24ffbc,bc1qwcg6fjczy8xsxyj4v76r43m23lgnksy4cdtmzn,90000000,2023-04-07 07:57:53,outbound
3,9c3b8b75040a8a69e2bc8f8731db4a1c20320b504f1ca0189881426d8c24ffbc,bc1qwcg6fjczy8xsxyj4v76r43m23lgnksy4cdtmzn,90000000,2023-04-07 07:57:53,outbound
4,f0de79bfbfcb2928a89d21c4c517ee9392fea41d2da4380087167f8493f78428,bc1q4y0g4djdnqv43adge8y57q6zajdkl2xhqktfxh,449465,2023-04-06 22:05:52,inbound
5,f0de79bfbfcb2928a89d21c4c517ee9392fea41d2da4380087167f8493f78428,bc1q4y0g4djdnqv43adge8y57q6zajdkl2xhqktfxh,449465,2023-04-06 22:05:52,inbound
6,f0de79bfbfcb2928a89d21c4c517ee9392fea41d2da4380087167f8493f78428,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,19673643,2023-04-06 22:05:52,inbound
7,f0de79bfbfcb2928a89d21c4c517ee9392fea41d2da4380087167f8493f78428,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,19673643,2023-04-06 22:05:52,inbound
8,150fb44378c692db3f639ad4fb029789094685a1ae0023d1c878fd9c65ae4a7d,372Rnnmzcaw6My5dJCHy2G4jgHtjESpJx6,680000000,2023-04-06 09:16:40,outbound
9,150fb44378c692db3f639ad4fb029789094685a1ae0023d1c878fd9c65ae4a7d,372Rnnmzcaw6My5dJCHy2G4jgHtjESpJx6,680000000,2023-04-06 09:16:40,outbound
10,150fb44378c692db3f639ad4fb029789094685a1ae0023d1c878fd9c65ae4a7d,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,71872665,2023-04-06 09:16:40,outbound
11,150fb44378c692db3f639ad4fb029789094685a1ae0023d1c878fd9c65ae4a7d,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,71872665,2023-04-06 09:16:40,outbound
12,3c010fdd786770a3ca04dab4ba76065ac2308d6b5dbaf4bec153b2b0bded863c,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,3548684,2023-04-05 21:11:48,inbound
13,3c010fdd786770a3ca04dab4ba76065ac2308d6b5dbaf4bec153b2b0bded863c,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,3548684,2023-04-05 21:11:48,inbound
14,3c010fdd786770a3ca04dab4ba76065ac2308d6b5dbaf4bec153b2b0bded863c,bc1qdeg5362ecgyz804wa7r65ehd4ljpundy3yel4e,188726,2023-04-05 21:11:48,inbound
15,3c010fdd786770a3ca04dab4ba76065ac2308d6b5dbaf4bec153b2b0bded863c,bc1qdeg5362ecgyz804wa7r65ehd4ljpundy3yel4e,188726,2023-04-05 21:11:48,inbound
16,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qncqm2ex8laacwdk2c3gn79cwj09c9ga7mtqxye,673190,2023-04-05 18:59:18,inbound
17,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qncqm2ex8laacwdk2c3gn79cwj09c9ga7mtqxye,673190,2023-04-05 18:59:18,inbound
18,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,3B78p1rKXdBZV4yooJHiBr58WjqSNYG81U,940000,2023-04-05 18:59:18,inbound
19,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,3B78p1rKXdBZV4yooJHiBr58WjqSNYG81U,940000,2023-04-05 18:59:18,inbound
20,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,1NYLvn5bGJH9J1XK99rnxF8jeNJwEoMX5E,3350260,2023-04-05 18:59:18,inbound
21,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,1NYLvn5bGJH9J1XK99rnxF8jeNJwEoMX5E,3350260,2023-04-05 18:59:18,inbound
22,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,1NeNKgscY3jXeSKjg8BCys6U69hBWWCiXf,510719,2023-04-05 18:59:18,inbound
23,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,1NeNKgscY3jXeSKjg8BCys6U69hBWWCiXf,510719,2023-04-05 18:59:18,inbound
24,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qga7as5kke93pyd5qvaxlws7xljhpwhtcq9grh9c5y4kemtszkhzq99gs9e,110852,2023-04-05 18:59:18,inbound
25,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qga7as5kke93pyd5qvaxlws7xljhpwhtcq9grh9c5y4kemtszkhzq99gs9e,110852,2023-04-05 18:59:18,inbound
26,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qh4h9ds3xk2effklh67w5rs740sjz3402kxkwzg,49141270,2023-04-05 18:59:18,inbound
27,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qh4h9ds3xk2effklh67w5rs740sjz3402kxkwzg,49141270,2023-04-05 18:59:18,inbound
28,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,19440000,2023-04-05 18:59:18,inbound
29,534eee99bd7b0068f221f2dade5b861b5d243bd523c647d6901a57d54479c13b,bc1qesjkw9r8mq0n3pk7p7amsfz9mdjpg2kn9yl2v9,19440000,2023-04-05 18:59:18,inbound
